user_id,age,gender,country,platform,daily_usage_hours,sessions_per_day,avg_session_minutes,scroll_before_sleep,sleep_hours,notifications_per_day,posts_per_week,followers,addiction_score,anxiety_score,depression_score,productivity_score,fomo_score
USR0225,19,Male,UK,TikTok,3.96,6,40.7,1,7.8,26,5,478,32.5,30.1,11.1,82.5,20.4
USR0226,23,Male,Kenya,TikTok,7.29,17,29.9,0,8.4,86,2,699,58.5,30.5,27.8,58.6,35.2
USR0227,20,Female,Nigeria,Instagram,3.86,6,37.9,0,8.2,34,2,255,22.0,14.2,2.4,90.1,18.8
USR0228,19,Female,Kenya,TikTok,2.89,9,18.0,1,7.9,50,0,591,30.4,16.3,16.7,85.2,13.8
USR0229,14,Female,Germany,Instagram,6.92,21,21.4,1,6.8,120,5,819,63.0,30.0,19.9,56.3,39.4
USR0230,23,Male,South Africa,Instagram,3.29,8,19.3,1,7.4,17,2,544,32.0,26.4,13.3,89.1,18.0
USR0231,13,Male,USA,Instagram,1.36,2,40.0,1,8.4,9,5,53,17.5,20.4,3.2,91.1,12.7
USR0232,29,Male,Nigeria,TikTok,5.14,13,23.3,1,7.3,37,0,522,42.7,20.1,28.5,69.0,29.6
USR0233,24,Female,Brazil,Instagram,6.79,20,17.6,0,8.1,55,4,6509,49.0,25.4,13.3,72.3,29.0
USR0234,13,Female,Nigeria,TikTok,4.06,7,38.0,1,8.5,36,3,579,30.1,14.3,12.2,82.3,20.5
USR0235,21,Male,Kenya,TikTok,5.98,15,20.7,1,7.7,55,4,495,53.3,26.4,13.4,57.9,24.3
USR0236,18,Male,UK,Instagram,3.9,12,19.1,1,7.2,67,7,4188,30.1,25.1,22.7,77.5,24.1
USR0237,26,Female,Brazil,TikTok,1.54,4,24.0,1,7.9,8,5,131,22.8,7.9,13.2,89.2,15.6
USR0238,33,Male,Kenya,TikTok,2.82,8,25.2,1,8.6,41,1,1532,22.9,15.4,10.8,74.4,12.2
USR0239,13,Male,Nigeria,Instagram,1.94,6,19.3,0,7.9,15,0,182,18.3,16.2,17.0,89.2,15.8
USR0240,24,Female,Brazil,TikTok,3.16,10,21.8,1,8.5,27,3,2058,30.4,16.0,13.6,82.3,30.7
USR0241,22,Female,Kenya,Instagram,2.49,5,32.0,0,8.3,19,3,1335,11.5,13.1,7.7,84.5,0.0
USR0242,28,Male,Kenya,Instagram,4.3,11,23.8,1,7.8,39,5,217,40.6,23.5,18.3,76.5,15.5
USR0243,25,Male,UK,Instagram,3.51,10,17.8,1,7.5,39,2,270,37.3,27.8,19.6,78.1,34.8
USR0244,18,Non-binary,South Africa,TikTok,6.74,19,17.0,1,7.2,109,0,1748,55.1,22.7,21.0,58.5,30.1
USR0245,21,Male,USA,TikTok,5.65,19,18.1,1,7.6,87,3,24,54.3,27.5,21.6,71.6,28.3
USR0246,18,Male,Germany,Instagram,2.52,3,48.8,1,8.6,9,4,207,13.9,8.8,11.1,93.6,6.2
USR0247,31,Male,India,TikTok,6.78,14,31.8,0,6.8,37,3,1023,39.8,10.9,20.1,69.1,27.2
USR0248,24,Male,Kenya,Instagram,4.02,8,32.4,1,7.6,29,5,254,39.7,17.1,16.8,75.1,35.5
USR0249,37,Male,Germany,Instagram,2.52,5,29.7,0,8.1,19,7,493,15.7,6.9,1.4,92.3,3.9
USR0250,23,Female,USA,Instagram,7.69,14,29.5,1,7.4,61,1,18,50.2,32.4,28.9,63.6,24.5
USR0251,19,Male,Nigeria,TikTok,4.43,12,23.7,1,7.2,36,0,111,36.9,18.6,13.7,66.7,16.4
USR0252,13,Male,UK,TikTok,2.86,4,39.8,1,7.3,20,1,1117,21.8,11.1,16.6,88.0,15.3
USR0253,13,Female,Nigeria,Instagram,6.36,18,18.9,0,7.7,43,6,130,45.6,29.2,20.3,65.0,30.1
USR0254,13,Female,Kenya,TikTok,6.94,20,17.9,1,6.5,84,4,57,57.2,24.7,18.8,61.3,38.3
USR0255,25,Female,Kenya,TikTok,7.54,15,29.7,1,7.8,67,2,1983,58.4,20.4,30.0,68.8,33.8
USR0256,27,Female,USA,Instagram,4.66,9,34.5,1,7.6,25,1,874,38.2,20.2,18.3,74.7,34.2
USR0257,13,Male,South Africa,Instagram,2.52,6,25.2,0,7.3,31,5,78,22.8,8.5,18.8,85.8,8.0
USR0258,30,Female,UK,Instagram,3.86,11,19.7,1,7.6,49,3,496,37.8,14.8,16.0,79.7,13.9
USR0259,20,Female,Germany,Instagram,3.78,12,14.3,1,8.0,54,4,82,38.3,24.1,19.9,79.6,28.0
USR0260,25,Non-binary,Nigeria,TikTok,6.82,21,21.1,0,7.0,83,2,320,55.5,35.4,15.1,59.6,28.5
USR0261,35,Female,Nigeria,Instagram,4.63,15,16.2,1,7.7,84,4,525,41.6,27.3,15.5,73.8,12.5
USR0262,30,Non-binary,Kenya,Instagram,5.0,13,23.4,1,8.0,62,6,119,38.3,26.9,10.1,74.9,17.3
USR0263,22,Female,Kenya,TikTok,2.8,9,17.6,1,7.9,31,3,1228,34.0,25.7,13.2,82.1,18.6
USR0264,17,Male,Nigeria,TikTok,7.31,22,22.4,1,6.7,64,3,1550,62.7,24.1,29.2,61.8,27.5
USR0265,13,Female,India,Instagram,2.6,8,19.0,1,7.9,18,5,599,27.9,19.1,9.9,96.6,7.9
USR0266,18,Non-binary,Brazil,Instagram,3.23,4,48.2,1,8.6,10,6,750,24.8,11.3,15.1,77.8,11.2
USR0267,22,Female,Germany,Instagram,3.65,12,19.7,0,8.7,71,6,45,25.4,10.3,6.6,87.5,6.3
USR0268,17,Male,Nigeria,Instagram,5.78,14,31.1,1,6.4,50,1,3112,51.5,33.1,27.8,73.8,29.6
USR0269,23,Female,Brazil,TikTok,5.37,16,22.8,0,8.1,89,2,351,43.6,14.8,24.7,74.3,10.1
USR0270,24,Male,Nigeria,TikTok,8.45,14,36.0,1,7.1,37,0,99,64.6,26.1,32.0,54.0,32.8
USR0271,22,Male,Kenya,Instagram,5.62,12,28.1,1,7.9,44,1,502,48.9,29.3,18.5,77.5,27.6
USR0272,19,Male,South Africa,Instagram,3.62,7,29.5,0,7.6,40,3,1234,26.0,19.0,2.1,71.4,12.4
USR0273,25,Male,UK,Instagram,4.84,10,26.2,0,6.7,23,6,870,32.7,21.9,19.2,73.8,22.9
USR0274,27,Female,Kenya,Instagram,3.88,6,37.1,1,8.1,26,7,79,31.5,13.6,13.3,85.5,7.5
USR0275,16,Male,USA,TikTok,6.1,18,18.0,1,6.9,102,3,1256,57.7,35.8,19.9,62.9,24.7
USR0276,33,Female,Nigeria,TikTok,4.58,6,47.8,1,7.0,34,2,368,34.2,24.8,13.7,85.1,15.1
USR0277,23,Male,India,Instagram,5.17,10,27.8,1,6.9,53,8,855,43.3,26.1,27.0,64.8,25.9
USR0278,24,Male,USA,Instagram,1.63,3,36.6,1,8.5,16,4,121,15.3,4.0,1.9,85.1,9.0
USR0279,28,Male,Germany,Instagram,3.52,9,25.7,1,7.9,41,2,1936,30.2,15.6,16.0,78.2,27.9
USR0280,25,Male,Kenya,Instagram,4.57,9,30.6,1,8.1,25,2,530,37.1,24.8,17.0,78.1,13.7
USR0281,30,Male,USA,Instagram,4.95,9,33.0,1,7.9,44,6,2400,36.8,27.3,14.2,74.3,10.0
USR0282,26,Male,USA,TikTok,6.69,16,23.4,1,7.1,94,2,40,57.4,30.0,27.7,61.2,39.4
USR0283,19,Female,USA,TikTok,3.28,9,22.7,1,7.9,36,2,49,26.2,14.8,20.5,90.1,4.5
USR0284,26,Male,Nigeria,TikTok,5.11,8,41.6,0,7.3,24,4,281,32.3,19.1,13.8,84.4,20.3
USR0285,15,Male,India,Instagram,3.05,5,34.4,1,7.8,21,4,3646,27.8,18.2,11.7,80.7,8.0
USR0286,24,Male,South Africa,TikTok,7.3,14,26.7,1,6.7,66,3,7663,48.4,25.5,25.0,57.5,11.8
USR0287,23,Female,Brazil,TikTok,7.63,26,19.7,0,7.3,73,0,106,57.2,16.6,28.6,51.1,26.3
USR0288,22,Female,South Africa,TikTok,5.24,12,27.2,1,8.1,58,1,436,44.8,30.0,17.9,72.8,27.8
USR0289,23,Female,South Africa,TikTok,5.78,15,19.8,1,7.1,65,0,509,50.6,37.6,20.6,71.5,18.0
USR0290,13,Male,UK,Instagram,4.02,7,32.2,0,8.4,31,2,1184,24.9,11.3,0.0,82.3,15.9
USR0291,20,Male,South Africa,TikTok,8.01,19,22.7,0,7.1,61,0,1521,57.9,26.5,20.7,60.4,33.6
USR0292,24,Non-binary,Nigeria,TikTok,1.69,2,48.4,1,8.3,5,3,75,17.6,10.6,3.0,85.6,1.2
USR0293,25,Male,USA,Instagram,3.61,5,42.3,1,7.0,22,5,444,30.1,18.6,18.5,84.0,13.7
USR0294,16,Male,Nigeria,TikTok,7.56,18,24.4,0,6.2,78,8,19,53.2,36.4,23.0,72.0,36.1
USR0295,32,Male,USA,TikTok,4.7,10,26.3,1,7.7,33,1,1361,43.2,24.3,17.1,62.2,25.5
USR0296,17,Male,Nigeria,TikTok,3.99,7,31.9,1,8.2,22,0,242,30.9,13.6,13.5,79.3,13.9
USR0297,30,Male,Germany,Instagram,3.74,10,21.8,1,7.5,33,6,66,32.7,13.2,10.9,74.6,18.9
USR0298,26,Female,Nigeria,TikTok,4.2,14,18.5,0,8.6,55,1,664,29.5,20.5,20.2,72.3,10.7
USR0299,19,Male,Kenya,Instagram,3.01,6,29.2,0,8.3,35,3,231,18.5,14.7,15.5,80.9,16.0
USR0300,36,Female,USA,TikTok,8.96,24,25.9,1,6.4,121,1,2676,77.7,47.4,40.6,52.9,45.5
USR0301,15,Male,Kenya,TikTok,5.16,17,19.7,1,7.6,91,2,105,49.7,22.3,24.4,71.8,25.6
USR0302,30,Male,Kenya,TikTok,5.1,16,14.3,1,8.8,64,1,11321,41.8,30.3,16.2,80.4,22.3
USR0303,31,Female,Nigeria,TikTok,6.26,15,26.6,1,6.8,61,1,1453,48.9,19.8,30.1,68.0,18.5
USR0304,19,Male,USA,Instagram,5.53,16,22.5,1,7.8,45,6,2783,49.9,30.5,17.4,60.2,16.9
USR0305,33,Female,USA,Instagram,3.85,6,37.2,1,7.6,29,3,86,28.4,8.0,9.1,79.7,12.0
USR0306,22,Female,India,Instagram,1.2,3,19.5,1,8.6,11,3,5899,13.5,4.8,3.8,85.3,6.2
USR0307,26,Male,India,TikTok,4.06,8,30.5,1,8.4,39,4,65,40.1,29.0,19.0,69.8,26.4
USR0308,25,Non-binary,USA,TikTok,4.66,8,35.0,0,7.5,29,1,294,27.3,21.5,9.5,82.7,19.2
USR0309,23,Male,Nigeria,Instagram,5.97,14,22.2,1,8.0,34,1,2855,52.9,25.1,20.7,67.9,27.5
USR0310,29,Female,Nigeria,TikTok,4.25,7,32.1,1,8.8,18,2,862,39.9,17.7,7.7,78.5,27.1
USR0311,29,Male,India,TikTok,5.19,15,20.5,1,7.6,78,0,62,43.0,24.7,21.1,70.6,15.8
USR0312,13,Female,Kenya,TikTok,5.92,14,24.7,1,7.8,42,1,2215,45.2,27.3,11.5,74.0,29.1
USR0313,33,Male,Kenya,TikTok,6.61,16,23.5,1,7.0,48,1,671,52.8,36.0,18.3,63.6,21.6
USR0314,13,Female,India,Instagram,5.82,10,34.7,1,7.5,57,3,216,40.7,21.1,24.1,77.7,27.8
USR0315,31,Female,USA,Instagram,4.9,8,33.4,1,7.5,37,3,39,39.4,14.6,23.4,76.2,19.6
USR0316,31,Female,Kenya,Instagram,0.99,2,28.5,1,8.7,4,8,774,13.7,9.5,8.6,91.5,0.0
USR0317,16,Female,Nigeria,TikTok,6.47,22,19.3,1,7.9,56,2,315,59.4,28.6,25.3,64.3,34.1
USR0318,21,Female,Brazil,TikTok,6.6,11,34.9,1,7.3,33,2,510,55.4,23.9,20.8,64.6,32.5
USR0319,16,Female,South Africa,TikTok,8.09,16,25.3,1,7.8,70,4,37,64.5,34.9,22.0,66.0,29.5
USR0320,22,Male,India,TikTok,7.64,24,17.7,1,7.9,120,0,215,67.3,33.5,24.9,59.0,31.4
USR0321,21,Male,USA,TikTok,7.62,12,34.9,1,7.6,37,0,829,47.9,28.0,12.9,65.6,23.0
USR0322,29,Male,USA,Instagram,5.94,19,19.5,1,7.2,104,5,6732,54.7,25.8,24.6,65.1,15.8
USR0323,33,Male,Germany,Instagram,4.65,11,26.3,1,7.4,26,8,296,46.9,28.8,20.6,76.2,9.3
USR0324,33,Male,Germany,TikTok,5.26,12,21.3,1,7.1,33,2,3515,31.8,13.5,10.8,80.3,23.7
USR0325,20,Female,Nigeria,Instagram,0.5,1,32.3,0,8.9,5,1,1314,6.1,0.8,11.6,95.2,0.0
USR0326,22,Male,South Africa,Instagram,4.34,9,25.6,1,7.1,22,4,572,36.3,20.9,20.1,71.0,29.3
USR0327,13,Female,Kenya,Instagram,3.76,7,36.9,0,8.2,38,6,88,21.0,21.8,13.6,79.6,18.7
USR0328,18,Male,Nigeria,Instagram,2.54,8,18.9,1,7.5,38,4,94,30.3,22.5,11.9,81.9,24.5
USR0329,30,Male,India,TikTok,5.14,15,16.8,0,8.0,34,2,1018,44.5,29.4,18.6,78.7,18.4
USR0330,35,Female,USA,TikTok,3.66,10,18.6,0,7.8,39,4,183,29.4,24.6,16.7,79.7,5.1
USR0331,15,Female,Brazil,TikTok,7.52,23,20.7,0,7.8,93,2,160,54.5,46.9,23.1,60.2,20.7
USR0332,19,Female,Kenya,Instagram,5.17,10,29.8,1,8.1,57,5,307,38.1,21.0,24.1,65.6,16.3
USR0333,23,Female,USA,TikTok,8.89,24,21.9,1,7.6,88,1,315,72.2,44.4,27.8,60.9,21.9
USR0334,25,Male,Brazil,TikTok,2.27,5,32.1,0,8.8,18,2,1557,18.9,15.9,5.8,90.8,6.6
USR0335,18,Female,Brazil,TikTok,4.2,12,18.9,1,7.8,29,5,189,37.0,26.0,19.4,80.8,17.3
USR0336,26,Male,Kenya,TikTok,5.26,11,28.9,0,7.0,50,1,1341,33.9,30.2,10.1,80.7,9.2
USR0337,20,Male,USA,Instagram,4.18,11,27.0,1,7.2,31,9,780,49.0,25.5,25.9,71.2,18.2
USR0338,23,Male,UK,Instagram,5.21,17,19.2,1,6.5,39,6,32,52.0,27.9,16.9,69.2,24.7
USR0339,27,Male,Kenya,TikTok,5.76,13,21.8,1,6.9,77,2,627,51.8,31.1,25.9,75.2,28.0
USR0340,24,Male,Germany,TikTok,3.17,5,39.6,1,8.0,15,3,7,22.0,13.1,7.5,85.8,5.7
USR0341,20,Non-binary,Brazil,TikTok,3.12,7,23.2,1,7.7,17,1,105,26.4,18.1,15.1,86.2,14.9
USR0342,23,Non-binary,Kenya,TikTok,5.78,12,33.1,1,7.4,57,1,808,46.8,34.1,24.9,74.1,24.2
USR0343,23,Male,Kenya,TikTok,2.74,7,21.1,1,8.3,37,2,397,23.3,11.6,11.6,88.4,11.9
USR0344,21,Male,Kenya,TikTok,4.24,14,27.1,1,7.6,31,2,28,46.8,24.4,14.0,72.1,19.5
USR0345,22,Male,Brazil,TikTok,6.1,15,28.8,0,6.8,36,3,75,48.1,28.9,17.1,68.4,16.1
USR0346,35,Male,Kenya,Instagram,2.21,5,24.2,1,8.1,11,3,8,20.9,12.1,6.6,91.1,20.6
USR0347,27,Female,USA,Instagram,4.05,11,22.2,1,7.3,24,4,53,44.2,15.7,10.0,78.1,25.9
USR0348,21,Male,USA,TikTok,7.4,12,39.3,1,7.0,55,1,961,54.6,27.6,29.2,69.2,33.3
USR0349,28,Female,UK,TikTok,2.37,4,37.9,1,8.7,17,0,174,33.4,21.0,14.1,84.6,16.2
USR0350,21,Male,Kenya,Instagram,6.26,20,20.1,1,7.2,93,5,520,55.9,37.8,18.0,68.1,26.9
USR0351,32,Non-binary,Nigeria,TikTok,1.09,3,25.5,0,9.2,12,2,411,10.1,0.4,12.0,91.5,8.0
USR0352,26,Male,Brazil,Instagram,4.09,6,40.5,0,8.5,31,2,423,30.8,11.1,9.6,76.6,4.4
USR0353,23,Female,Brazil,Instagram,4.45,8,32.3,1,7.4,33,1,1871,41.7,24.1,19.7,78.3,14.2
USR0354,27,Male,India,TikTok,4.45,12,21.2,1,7.1,68,1,297,41.9,14.2,14.8,71.5,16.2
USR0355,13,Female,Kenya,TikTok,6.03,18,22.7,1,7.4,70,2,1581,52.0,26.4,12.0,67.0,23.3
USR0356,16,Male,Nigeria,Instagram,1.18,3,24.7,1,8.9,15,6,9,18.4,1.8,1.3,97.2,3.9
USR0357,15,Male,UK,TikTok,6.64,13,31.5,1,7.1,47,0,2136,48.3,34.5,19.1,73.5,26.2
USR0358,25,Female,Nigeria,Instagram,1.72,5,23.1,0,8.6,18,2,58,13.2,4.8,11.2,92.8,7.1
USR0359,36,Female,Brazil,Instagram,6.15,16,16.9,1,8.0,86,3,80,47.1,33.5,21.2,67.4,31.9
USR0360,39,Female,UK,Instagram,4.0,11,22.8,1,7.4,26,4,140,29.7,24.1,15.0,79.5,29.7
USR0361,28,Female,Kenya,TikTok,2.91,7,25.6,0,7.6,29,2,2050,20.4,10.7,0.6,90.4,2.6
USR0362,27,Female,Brazil,Instagram,5.53,9,41.9,1,7.9,44,4,106,47.9,20.5,26.3,69.6,24.8
USR0363,13,Male,Germany,TikTok,6.94,23,13.5,0,7.3,115,0,150,56.8,29.9,25.0,60.6,29.3
USR0364,20,Male,Kenya,TikTok,5.92,10,40.2,1,7.1,43,1,95,45.3,25.7,19.6,76.1,22.5
USR0365,18,Male,USA,Instagram,3.99,8,30.1,0,7.6,30,2,591,33.3,21.5,20.9,79.6,10.2
USR0366,19,Female,Nigeria,TikTok,5.78,18,20.7,1,7.4,54,5,1230,49.0,23.3,27.3,65.9,19.0
USR0367,22,Male,USA,Instagram,1.31,3,31.2,1,7.5,16,6,5200,9.3,12.9,12.8,96.1,6.1
USR0368,20,Male,Kenya,Instagram,3.0,9,21.7,1,8.3,31,2,14760,21.4,14.3,8.8,90.3,5.1
USR0369,13,Female,UK,TikTok,4.71,11,26.9,1,7.4,57,0,1069,35.6,19.5,11.3,71.3,18.8
USR0370,29,Female,Germany,TikTok,5.15,11,28.8,0,6.2,23,4,698,37.8,21.1,23.9,73.6,17.4
USR0371,16,Male,USA,TikTok,8.72,29,16.6,1,6.9,84,0,64,72.2,37.7,23.1,52.4,37.0
USR0372,25,Male,Kenya,TikTok,6.44,10,38.5,1,7.0,33,3,7072,50.0,24.5,31.8,69.4,19.3
USR0373,38,Male,UK,TikTok,7.96,25,17.0,1,7.9,117,2,557,74.4,38.0,29.3,57.5,38.1
USR0374,17,Male,Nigeria,Instagram,4.16,8,31.1,1,7.5,26,5,261,30.8,19.4,9.3,76.6,10.1
USR0375,13,Male,South Africa,TikTok,3.92,12,12.6,0,7.2,25,4,721,31.1,20.8,8.9,72.3,16.5
USR0376,21,Female,USA,TikTok,5.41,9,37.4,0,7.8,24,1,155,36.4,29.7,9.7,79.8,26.2
USR0377,31,Female,Kenya,Instagram,4.83,12,23.8,1,7.3,36,3,12,38.3,22.0,18.2,69.4,20.7
USR0378,37,Female,Kenya,TikTok,3.51,11,18.1,1,7.5,29,4,951,39.8,28.0,17.7,78.4,21.8
USR0379,15,Male,India,Instagram,2.67,6,27.3,1,8.3,16,5,3022,25.0,15.8,5.1,84.0,17.4
USR0380,27,Female,Nigeria,TikTok,4.83,14,16.4,1,7.1,71,4,930,41.8,23.4,17.2,74.4,12.5
USR0381,20,Male,India,TikTok,8.09,25,25.2,1,6.3,91,3,399,76.9,41.4,25.6,61.3,48.8
USR0382,23,Female,Nigeria,Instagram,5.26,15,20.7,1,8.4,54,3,411,48.4,24.6,22.3,85.3,17.9
USR0383,42,Female,Nigeria,Instagram,5.58,18,18.2,1,7.8,105,5,522,54.0,30.1,21.9,59.1,32.3
USR0384,13,Male,USA,Instagram,3.27,7,25.1,1,7.8,26,3,498,35.4,15.6,13.8,84.2,22.2
USR0385,25,Male,Brazil,Instagram,1.54,2,46.4,1,8.2,11,1,368,14.7,2.9,1.4,90.2,1.9
USR0386,27,Female,Brazil,Instagram,6.48,10,43.1,1,7.6,31,7,419,53.4,32.1,20.8,70.9,32.8
USR0387,31,Male,Nigeria,TikTok,6.52,12,35.7,0,7.8,43,0,4156,40.2,26.9,15.3,75.7,23.1
USR0388,24,Female,USA,TikTok,7.46,13,37.0,1,6.8,46,2,819,53.5,34.2,25.1,70.7,38.1
USR0389,26,Male,Kenya,Instagram,3.56,9,25.4,1,8.0,37,4,472,31.9,19.1,14.9,81.5,17.1
USR0390,21,Female,USA,Instagram,2.25,4,32.7,1,7.8,17,3,1084,20.0,17.1,14.2,83.1,9.3
USR0391,25,Male,USA,Instagram,2.39,3,43.5,1,8.0,8,4,1084,25.7,19.2,9.6,89.6,9.7
USR0392,21,Male,Brazil,TikTok,4.92,7,41.6,0,7.7,36,2,1667,31.3,22.6,5.1,78.2,5.2
USR0393,28,Female,Brazil,TikTok,5.82,18,18.7,1,7.4,71,3,129,49.5,23.1,26.1,67.4,22.9
USR0394,21,Male,USA,Instagram,6.67,17,26.7,1,7.7,34,5,196,57.6,25.1,19.0,61.2,27.2
USR0395,26,Male,USA,TikTok,3.8,8,29.4,0,8.1,34,0,119,24.3,12.9,5.9,87.7,13.7
USR0396,23,Male,Brazil,Instagram,4.58,15,23.2,1,6.9,77,4,1274,41.6,24.8,19.0,82.2,12.3
USR0397,31,Male,South Africa,Instagram,6.3,10,41.4,1,6.7,30,3,1184,47.7,26.9,23.2,62.3,22.4
USR0398,23,Male,Kenya,TikTok,1.41,4,19.8,1,8.1,8,0,59,20.1,3.5,7.3,92.2,13.5
USR0399,13,Male,Nigeria,Instagram,7.36,20,16.7,1,8.1,104,6,725,62.3,40.5,22.0,58.5,35.2
USR0400,32,Female,USA,Instagram,7.29,13,37.8,0,6.8,76,5,3160,45.4,25.5,18.8,59.9,11.5
USR0401,17,Male,Nigeria,TikTok,5.3,15,25.3,1,7.4,34,1,283,49.9,28.4,28.4,70.2,29.2
USR0402,19,Female,Kenya,Instagram,3.18,9,17.1,1,7.7,51,6,646,30.2,24.5,14.1,77.4,13.6
USR0403,19,Male,Kenya,TikTok,4.34,10,30.6,0,7.4,34,3,1206,27.1,5.6,8.5,72.6,12.4
USR0404,33,Male,UK,Instagram,3.54,11,20.5,1,8.0,63,7,55,28.6,14.4,8.3,77.5,0.1
USR0405,13,Female,Nigeria,TikTok,2.57,4,39.0,1,8.7,18,1,506,28.0,13.2,10.4,78.5,23.0
USR0406,45,Male,Kenya,Instagram,6.15,12,35.6,0,7.6,66,6,2719,40.4,21.3,18.9,68.3,21.3
USR0407,31,Non-binary,Nigeria,TikTok,6.42,10,42.5,1,6.9,51,2,165,48.9,27.3,24.1,61.0,15.3
USR0408,25,Male,South Africa,TikTok,2.11,4,33.6,1,9.5,8,2,1406,25.9,19.9,10.5,83.4,15.2
USR0409,23,Female,South Africa,Instagram,2.08,4,32.6,1,8.2,9,5,420,19.7,15.9,5.4,84.4,11.9
USR0410,25,Female,USA,TikTok,5.09,16,20.9,1,7.3,65,1,146,40.7,28.5,16.2,75.4,27.7
USR0411,27,Female,USA,TikTok,3.62,5,42.2,1,8.6,12,4,349,30.4,16.8,16.5,83.6,13.3
USR0412,28,Female,Germany,Instagram,3.3,7,28.1,0,7.7,26,5,183,23.3,8.2,5.9,85.4,11.7
USR0413,27,Female,Nigeria,Instagram,3.55,9,21.0,1,8.7,52,9,106,31.9,6.6,10.8,78.9,12.1
USR0414,24,Male,Nigeria,Instagram,5.74,18,18.1,0,7.0,57,3,275,49.0,20.3,24.6,67.6,28.1
USR0415,22,Male,Nigeria,Instagram,5.27,18,16.5,1,8.3,71,6,447,38.8,22.7,20.6,69.7,14.7
USR0416,22,Female,Kenya,TikTok,4.66,14,18.1,0,7.8,49,3,314,39.0,22.2,16.0,71.0,14.1
USR0417,22,Male,USA,TikTok,6.34,21,18.5,1,8.0,94,2,270,59.7,29.8,21.8,67.0,29.4
USR0418,31,Male,Brazil,TikTok,4.5,13,19.8,1,8.6,36,3,566,42.7,20.1,10.4,65.1,14.0
USR0419,28,Female,UK,Instagram,5.31,18,19.2,0,7.0,54,3,895,27.6,28.5,16.8,77.9,23.4
USR0420,13,Male,USA,Instagram,4.82,14,15.8,1,8.3,76,5,72,48.4,21.1,26.1,69.4,35.8
USR0421,28,Non-binary,Brazil,Instagram,6.55,10,39.0,0,6.6,52,5,276,36.7,27.9,30.7,75.2,15.6
USR0422,25,Female,Kenya,Instagram,4.77,10,29.0,1,7.1,51,2,20,37.8,22.8,19.5,68.2,10.6
USR0423,23,Female,Nigeria,TikTok,3.44,9,22.0,1,7.5,45,0,316,31.7,19.0,14.6,80.5,17.9
USR0424,21,Female,UK,TikTok,5.49,12,27.0,0,7.8,46,1,505,38.7,27.8,12.3,75.2,16.5
USR0425,31,Male,UK,TikTok,7.57,15,25.5,1,7.2,73,1,948,60.4,40.2,16.0,51.2,37.2
USR0426,30,Male,Kenya,TikTok,3.49,9,24.4,0,7.8,31,4,508,28.2,15.9,14.1,76.4,9.4
USR0427,18,Female,USA,TikTok,7.11,23,20.5,0,7.3,55,0,918,57.2,35.2,35.8,62.4,31.9
USR0428,26,Male,UK,Instagram,5.56,8,43.2,1,7.8,28,1,444,43.2,25.7,24.8,74.2,22.3
USR0429,17,Female,India,TikTok,8.36,25,23.2,1,7.3,65,0,146,71.4,37.5,34.6,55.6,31.7
USR0430,14,Female,UK,TikTok,4.54,13,21.6,1,8.2,46,2,75,36.8,21.1,16.7,79.0,19.8
USR0431,19,Male,Nigeria,TikTok,3.69,12,19.9,0,8.7,38,3,271,25.0,10.3,12.4,77.2,17.8
USR0432,30,Male,Kenya,Instagram,6.3,21,18.5,1,7.4,92,5,127,59.9,30.7,12.8,55.5,30.5
USR0433,30,Non-binary,USA,Instagram,0.59,1,37.6,1,8.1,3,1,337,15.1,7.6,11.9,93.2,8.1
USR0434,27,Male,Kenya,TikTok,3.69,9,19.8,0,8.1,43,1,192,28.5,21.1,9.9,75.1,9.0
USR0435,29,Female,Brazil,TikTok,4.34,8,29.9,1,7.1,32,0,756,34.0,20.5,12.7,73.4,23.9
USR0436,27,Male,USA,Instagram,4.12,10,29.5,1,7.4,56,4,434,40.3,16.8,16.3,80.3,26.4
USR0437,19,Female,Nigeria,TikTok,7.62,23,12.5,1,7.6,54,0,789,59.8,28.1,22.7,61.8,27.5
USR0438,27,Female,India,Instagram,4.2,13,19.0,0,7.7,61,6,783,35.7,4.7,12.4,74.5,17.1
USR0439,29,Female,USA,Instagram,5.01,15,23.6,1,7.0,70,3,308,44.0,23.4,20.0,68.9,30.5
USR0440,29,Female,Nigeria,TikTok,6.32,11,34.2,0,6.6,63,0,337,47.2,28.2,18.8,71.6,16.8
USR0441,32,Male,South Africa,TikTok,5.55,14,22.6,1,7.5,48,4,856,40.9,22.7,18.5,73.6,24.1
USR0442,28,Male,South Africa,Instagram,5.69,12,28.8,1,8.0,38,6,15818,53.1,37.7,14.1,61.3,23.2
USR0443,26,Female,India,TikTok,5.07,7,42.4,1,8.2,18,2,91,37.5,23.4,14.8,65.1,29.4
USR0444,31,Male,Kenya,TikTok,4.87,9,32.5,1,7.7,27,2,429,38.0,24.4,11.3,84.5,19.4
USR0445,23,Female,UK,Instagram,4.49,7,36.4,1,8.7,28,4,67,36.8,11.0,11.6,70.2,26.0
USR0446,17,Female,India,Instagram,4.54,14,22.8,1,7.6,74,4,390,39.1,20.5,18.0,77.9,15.0
USR0447,22,Female,Kenya,Instagram,1.66,3,37.5,1,8.1,9,4,146,18.4,9.6,1.2,96.9,1.7
USR0448,18,Female,Nigeria,Instagram,3.25,6,32.1,1,6.6,15,6,337,26.1,14.6,10.1,83.8,11.6
